country_code,year_data,incgroup_historical,fcv,ssa_subregion_code,year,income_group,income_group_code
LKA,1999,Lower middle income,No,,1999,Lower middle income,LMIC
LKA,1995,Low income,,,1995,Low income,LIC
LKA,1993,Low income,,,1993,Low income,LIC
LKA,2002,Lower middle income,No,,2002,Lower middle income,LMIC
LKA,2021,Lower middle income,No,,2021,Lower middle income,LMIC
LKA,1989,Low income,,,1989,Low income,LIC
LKA,1991,Low income,,,1991,Low income,LIC
LKA,2008,Lower middle income,No,,2008,Lower middle income,LMIC
LKA,2010,Lower middle income,No,,2010,Lower middle income,LMIC
LKA,1987,Low income,,,1987,Low income,LIC
LKA,2003,Lower middle income,No,,2003,Lower middle income,LMIC
LKA,2012,Lower middle income,No,,2012,Lower middle income,LMIC
LKA,2018,Upper middle income,No,,2018,Upper middle income,UMIC
LKA,2014,Lower middle income,No,,2014,Lower middle income,LMIC
LKA,2023,Lower middle income,No,,2023,Lower middle income,LMIC
LKA,1996,Low income,,,1996,Low income,LIC
LKA,2020,Lower middle income,No,,2020,Lower middle income,LMIC
LKA,2022,Lower middle income,No,,2022,Lower middle income,LMIC
LKA,2019,Lower middle income,No,,2019,Lower middle income,LMIC
LKA,1990,Low income,,,1990,Low income,LIC
LKA,2001,Lower middle income,No,,2001,Lower middle income,LMIC
LKA,1998,Lower middle income,No,,1998,Lower middle income,LMIC
LKA,2017,Lower middle income,No,,2017,Lower middle income,LMIC
LKA,1994,Low income,,,1994,Low income,LIC
LKA,1997,Lower middle income,,,1997,Lower middle income,LMIC
LKA,1988,Low income,,,1988,Low income,LIC
LKA,2000,Lower middle income,No,,2000,Lower middle income,LMIC
LKA,2009,Lower middle income,No,,2009,Lower middle income,LMIC
LKA,2013,Lower middle income,No,,2013,Lower middle income,LMIC
LKA,2011,Lower middle income,No,,2011,Lower middle income,LMIC
LSO,1998,Low income,No,Eastern and Southern Africa,1998,Low income,LIC
LSO,2018,Lower middle income,No,Eastern and Southern Africa,2018,Lower middle income,LMIC
LSO,2005,Lower middle income,No,Eastern and Southern Africa,2005,Lower middle income,LMIC
LSO,1988,Low income,,Eastern and Southern Africa,1988,Low income,LIC
LSO,2014,Lower middle income,No,Eastern and Southern Africa,2014,Lower middle income,LMIC
LSO,2019,Lower middle income,No,Eastern and Southern Africa,2019,Lower middle income,LMIC
LSO,2022,Lower middle income,No,Eastern and Southern Africa,2022,Lower middle income,LMIC
LSO,2000,Low income,No,Eastern and Southern Africa,2000,Low income,LIC
LSO,1994,Low income,,Eastern and Southern Africa,1994,Low income,LIC
LSO,1992,Low income,,Eastern and Southern Africa,1992,Low income,LIC
LSO,2012,Lower middle income,No,Eastern and Southern Africa,2012,Lower middle income,LMIC
LSO,1993,Low income,,Eastern and Southern Africa,1993,Low income,LIC
LSO,2003,Low income,No,Eastern and Southern Africa,2003,Low income,LIC
LSO,2023,Lower middle income,No,Eastern and Southern Africa,2023,Lower middle income,LMIC
LSO,2024,Lower middle income,No,Eastern and Southern Africa,2024,Lower middle income,LMIC
LSO,2013,Lower middle income,No,Eastern and Southern Africa,2013,Lower middle income,LMIC
LSO,2001,Low income,No,Eastern and Southern Africa,2001,Low income,LIC
LSO,2002,Low income,No,Eastern and Southern Africa,2002,Low income,LIC
LSO,2010,Lower middle income,No,Eastern and Southern Africa,2010,Lower middle income,LMIC
LSO,2015,Lower middle income,No,Eastern and Southern Africa,2015,Lower middle income,LMIC
LSO,2016,Lower middle income,No,Eastern and Southern Africa,2016,Lower middle income,LMIC
LSO,2007,Lower middle income,No,Eastern and Southern Africa,2007,Lower middle income,LMIC
LSO,2020,Lower middle income,No,Eastern and Southern Africa,2020,Lower middle income,LMIC
LSO,1995,Lower middle income,,Eastern and Southern Africa,1995,Lower middle income,LMIC
LSO,1991,Low income,,Eastern and Southern Africa,1991,Low income,LIC
LSO,1989,Low income,,Eastern and Southern Africa,1989,Low income,LIC
LSO,2008,Lower middle income,No,Eastern and Southern Africa,2008,Lower middle income,LMIC
LSO,2017,Lower middle income,No,Eastern and Southern Africa,2017,Lower middle income,LMIC
LSO,2004,Low income,No,Eastern and Southern Africa,2004,Low income,LIC
LSO,2011,Lower middle income,No,Eastern and Southern Africa,2011,Lower middle income,LMIC
LSO,1990,Low income,,Eastern and Southern Africa,1990,Low income,LIC
LSO,2006,Lower middle income,No,Eastern and Southern Africa,2006,Lower middle income,LMIC
LSO,1999,Low income,No,Eastern and Southern Africa,1999,Low income,LIC
LSO,1987,Low income,,Eastern and Southern Africa,1987,Low income,LIC
LSO,2009,Lower middle income,No,Eastern and Southern Africa,2009,Lower middle income,LMIC
LSO,2021,Lower middle income,No,Eastern and Southern Africa,2021,Lower middle income,LMIC
LSO,1996,Low income,,Eastern and Southern Africa,1996,Low income,LIC
LTU,1993,Lower middle income,,,1993,Lower middle income,LMIC
LTU,1995,Lower middle income,,,1995,Lower middle income,LMIC
LTU,2023,High income,No,,2023,High income,HIC
LTU,2009,Upper middle income,No,,2009,Upper middle income,UMIC
LTU,2018,High income,No,,2018,High income,HIC
LTU,2012,High income,No,,2012,High income,HIC
LTU,1999,Lower middle income,No,,1999,Lower middle income,LMIC
LTU,1994,Lower middle income,,,1994,Lower middle income,LMIC
LTU,2007,Upper middle income,No,,2007,Upper middle income,UMIC
LTU,2020,High income,No,,2020,High income,HIC
LTU,2001,Upper middle income,No,,2001,Upper middle income,UMIC
LTU,2005,Upper middle income,No,,2005,Upper middle income,UMIC
LTU,2015,High income,No,,2015,High income,HIC
LTU,1990,Upper middle income,,,1990,Upper middle income,UMIC
LTU,2024,High income,No,,2024,High income,HIC
LTU,2004,Upper middle income,No,,2004,Upper middle income,UMIC
LTU,2022,High income,No,,2022,High income,HIC
LTU,2017,High income,No,,2017,High income,HIC
LTU,1996,Lower middle income,,,1996,Lower middle income,LMIC
LTU,1992,Lower middle income,,,1992,Lower middle income,LMIC
LTU,1991,Upper middle income,,,1991,Upper middle income,UMIC
LTU,1989,Upper middle income,,,1989,Upper middle income,UMIC
LTU,2019,High income,No,,2019,High income,HIC
LTU,2010,Upper middle income,No,,2010,Upper middle income,UMIC
LTU,2016,High income,No,,2016,High income,HIC
LTU,1997,Lower middle income,,,1997,Lower middle income,LMIC
LTU,2000,Lower middle income,No,,2000,Lower middle income,LMIC
LTU,2008,Upper middle income,No,,2008,Upper middle income,UMIC
LTU,1988,Upper middle income,,,1988,Upper middle income,UMIC
LTU,2002,Upper middle income,No,,2002,Upper middle income,UMIC
LTU,2003,Upper middle income,No,,2003,Upper middle income,UMIC
LTU,2021,High income,No,,2021,High income,HIC
LTU,1998,Lower middle income,No,,1998,Lower middle income,LMIC
LTU,2014,High income,No,,2014,High income,HIC
LTU,2013,High income,No,,2013,High income,HIC
LTU,2011,Upper middle income,No,,2011,Upper middle income,UMIC
LTU,2006,Upper middle income,No,,2006,Upper middle income,UMIC
LTU,1987,Upper middle income,,,1987,Upper middle income,UMIC
LUX,1999,High income,No,,1999,High income,HIC
LUX,2022,High income,No,,2022,High income,HIC
LUX,2003,High income,No,,2003,High income,HIC
LUX,2006,High income,No,,2006,High income,HIC
LUX,2007,High income,No,,2007,High income,HIC
LUX,1990,High income,,,1990,High income,HIC
LUX,2005,High income,No,,2005,High income,HIC
LUX,1989,High income,,,1989,High income,HIC
LUX,2024,High income,No,,2024,High income,HIC
LUX,2018,High income,No,,2018,High income,HIC
LUX,1993,High income,,,1993,High income,HIC
LUX,2010,High income,No,,2010,High income,HIC
LUX,2021,High income,No,,2021,High income,HIC
LUX,2008,High income,No,,2008,High income,HIC
LUX,2019,High income,No,,2019,High income,HIC
LUX,2017,High income,No,,2017,High income,HIC
LUX,1997,High income,,,1997,High income,HIC
LUX,2014,High income,No,,2014,High income,HIC
LUX,2013,High income,No,,2013,High income,HIC
LUX,2012,High income,No,,2012,High income,HIC
LUX,2011,High income,No,,2011,High income,HIC
LUX,1991,High income,,,1991,High income,HIC
LUX,2009,High income,No,,2009,High income,HIC
LUX,2001,High income,No,,2001,High income,HIC
LUX,1998,High income,No,,1998,High income,HIC
LUX,2015,High income,No,,2015,High income,HIC
LUX,1988,High income,,,1988,High income,HIC
LUX,2004,High income,No,,2004,High income,HIC
LUX,2020,High income,No,,2020,High income,HIC
LUX,1995,High income,,,1995,High income,HIC
LUX,1996,High income,,,1996,High income,HIC
LUX,2023,High income,No,,2023,High income,HIC
LUX,1992,High income,,,1992,High income,HIC
LUX,1987,High income,,,1987,High income,HIC
LUX,2002,High income,No,,2002,High income,HIC
LUX,2016,High income,No,,2016,High income,HIC
LUX,1994,High income,,,1994,High income,HIC
LUX,2000,High income,No,,2000,High income,HIC
LVA,1994,Lower middle income,,,1994,Lower middle income,LMIC
LVA,1997,Lower middle income,,,1997,Lower middle income,LMIC
LVA,2014,High income,No,,2014,High income,HIC
LVA,1988,Upper middle income,,,1988,Upper middle income,UMIC
LVA,2000,Lower middle income,No,,2000,Lower middle income,LMIC
LVA,2020,High income,No,,2020,High income,HIC
LVA,2024,High income,No,,2024,High income,HIC
LVA,2011,Upper middle income,No,,2011,Upper middle income,UMIC
LVA,2007,Upper middle income,No,,2007,Upper middle income,UMIC
LVA,2023,High income,No,,2023,High income,HIC
LVA,1998,Lower middle income,No,,1998,Lower middle income,LMIC
LVA,1990,Upper middle income,,,1990,Upper middle income,UMIC
LVA,2015,High income,No,,2015,High income,HIC
LVA,2012,High income,No,,2012,High income,HIC
LVA,1989,Upper middle income,,,1989,Upper middle income,UMIC
LVA,2005,Upper middle income,No,,2005,Upper middle income,UMIC
LVA,2017,High income,No,,2017,High income,HIC
LVA,2009,High income,No,,2009,High income,HIC
LVA,2018,High income,No,,2018,High income,HIC
LVA,2021,High income,No,,2021,High income,HIC
LVA,2002,Upper middle income,No,,2002,Upper middle income,UMIC
LVA,2013,High income,No,,2013,High income,HIC
LVA,1992,Lower middle income,,,1992,Lower middle income,LMIC
LVA,2022,High income,No,,2022,High income,HIC
LVA,2008,Upper middle income,No,,2008,Upper middle income,UMIC
LVA,2004,Upper middle income,No,,2004,Upper middle income,UMIC
LVA,1993,Lower middle income,,,1993,Lower middle income,LMIC
LVA,1999,Lower middle income,No,,1999,Lower middle income,LMIC
LVA,1991,Upper middle income,,,1991,Upper middle income,UMIC
LVA,2016,High income,No,,2016,High income,HIC
LVA,2010,Upper middle income,No,,2010,Upper middle income,UMIC
LVA,2006,Upper middle income,No,,2006,Upper middle income,UMIC
LVA,2003,Upper middle income,No,,2003,Upper middle income,UMIC
LVA,1996,Lower middle income,,,1996,Lower middle income,LMIC
LVA,2019,High income,No,,2019,High income,HIC
LVA,1995,Lower middle income,,,1995,Lower middle income,LMIC
LVA,2001,Upper middle income,No,,2001,Upper middle income,UMIC
LVA,1987,Upper middle income,,,1987,Upper middle income,UMIC
MAC,2002,High income,No,,2002,High income,HIC
MAC,2009,High income,No,,2009,High income,HIC
MAC,2019,High income,No,,2019,High income,HIC
MAC,2021,High income,No,,2021,High income,HIC
MAC,2022,High income,No,,2022,High income,HIC
MAC,2006,High income,No,,2006,High income,HIC
MAC,2010,High income,No,,2010,High income,HIC
MAC,1990,Upper middle income,,,1990,Upper middle income,UMIC
MAC,2012,High income,No,,2012,High income,HIC
MAC,1994,High income,,,1994,High income,HIC
MAC,1991,Upper middle income,,,1991,Upper middle income,UMIC
MAC,2018,High income,No,,2018,High income,HIC
MAC,1989,Upper middle income,,,1989,Upper middle income,UMIC
MAC,1996,High income,,,1996,High income,HIC
MAC,2016,High income,No,,2016,High income,HIC
MAC,1999,High income,No,,1999,High income,HIC
MAC,1995,High income,,,1995,High income,HIC
MAC,2005,High income,No,,2005,High income,HIC
MAC,2011,High income,No,,2011,High income,HIC
MAC,2017,High income,No,,2017,High income,HIC
MAC,2000,High income,No,,2000,High income,HIC
MAC,2023,High income,No,,2023,High income,HIC
MAC,1997,High income,,,1997,High income,HIC
MAC,1988,Upper middle income,,,1988,Upper middle income,UMIC
MAC,1993,Upper middle income,,,1993,Upper middle income,UMIC
MAC,1992,Upper middle income,,,1992,Upper middle income,UMIC
MAC,2020,High income,No,,2020,High income,HIC
MAC,2007,High income,No,,2007,High income,HIC
MAC,2015,High income,No,,2015,High income,HIC
MAC,2013,High income,No,,2013,High income,HIC
MAC,2008,High income,No,,2008,High income,HIC
MAC,2004,High income,No,,2004,High income,HIC
MAC,2001,High income,No,,2001,High income,HIC
MAC,2024,High income,No,,2024,High income,HIC
MAC,1987,Upper middle income,,,1987,Upper middle income,UMIC
MAC,2014,High income,No,,2014,High income,HIC
MAC,2003,High income,No,,2003,High income,HIC
MAC,1998,High income,No,,1998,High income,HIC
MAF,2016,High income,No,,2016,High income,HIC
MAF,2008,High income,No,,2008,High income,HIC
MAF,2001,High income,No,,2001,High income,HIC
MAF,2004,High income,No,,2004,High income,HIC
MAF,1990,High income,,,1990,High income,HIC
MAF,1991,High income,,,1991,High income,HIC
MAF,1994,High income,,,1994,High income,HIC
MAF,2007,High income,No,,2007,High income,HIC
MAF,2006,High income,No,,2006,High income,HIC
MAF,1993,High income,,,1993,High income,HIC
MAF,1997,High income,,,1997,High income,HIC
MAF,2009,High income,No,,2009,High income,HIC
MAF,1987,High income,,,1987,High income,HIC
MAF,1988,High income,,,1988,High income,HIC
MAF,2003,High income,No,,2003,High income,HIC
MAF,2012,High income,No,,2012,High income,HIC
MAF,2021,High income,No,,2021,High income,HIC
MAF,2023,High income,No,,2023,High income,HIC
MAF,2010,High income,No,,2010,High income,HIC
MAF,2024,High income,No,,2024,High income,HIC
MAF,2022,High income,No,,2022,High income,HIC
MAF,1992,High income,,,1992,High income,HIC
MAF,2011,High income,No,,2011,High income,HIC
MAF,2000,High income,No,,2000,High income,HIC
MAF,2019,High income,No,,2019,High income,HIC
MAF,1996,High income,,,1996,High income,HIC
MAF,2015,High income,No,,2015,High income,HIC
MAF,2018,High income,No,,2018,High income,HIC
MAF,1999,High income,No,,1999,High income,HIC
MAF,2020,High income,No,,2020,High income,HIC
MAF,1989,High income,,,1989,High income,HIC
MAF,2013,High income,No,,2013,High income,HIC
MAF,2014,High income,No,,2014,High income,HIC
MAF,2002,High income,No,,2002,High income,HIC
MAF,1995,High income,,,1995,High income,HIC
MAF,2005,High income,No,,2005,High income,HIC
MAF,2017,High income,No,,2017,High income,HIC
MAF,1998,High income,No,,1998,High income,HIC
MAR,2001,Lower middle income,No,,2001,Lower middle income,LMIC
MAR,2002,Lower middle income,No,,2002,Lower middle income,LMIC
MAR,2011,Lower middle income,No,,2011,Lower middle income,LMIC
MAR,1998,Lower middle income,No,,1998,Lower middle income,LMIC
MAR,1988,Lower middle income,,,1988,Lower middle income,LMIC
MAR,2016,Lower middle income,No,,2016,Lower middle income,LMIC
MAR,2020,Lower middle income,No,,2020,Lower middle income,LMIC
MAR,2024,Lower middle income,No,,2024,Lower middle income,LMIC
MAR,1989,Lower middle income,,,1989,Lower middle income,LMIC
MAR,2006,Lower middle income,No,,2006,Lower middle income,LMIC
MAR,1993,Lower middle income,,,1993,Lower middle income,LMIC
MAR,2018,Lower middle income,No,,2018,Lower middle income,LMIC
MAR,1992,Lower middle income,,,1992,Lower middle income,LMIC
MAR,2007,Lower middle income,No,,2007,Lower middle income,LMIC
MAR,2008,Lower middle income,No,,2008,Lower middle income,LMIC
MAR,1991,Lower middle income,,,1991,Lower middle income,LMIC
MAR,2009,Lower middle income,No,,2009,Lower middle income,LMIC
MAR,1990,Lower middle income,,,1990,Lower middle income,LMIC
MAR,2012,Lower middle income,No,,2012,Lower middle income,LMIC
MAR,2000,Lower middle income,No,,2000,Lower middle income,LMIC
MAR,2005,Lower middle income,No,,2005,Lower middle income,LMIC
MAR,1996,Lower middle income,,,1996,Lower middle income,LMIC
MAR,2017,Lower middle income,No,,2017,Lower middle income,LMIC
MAR,1994,Lower middle income,,,1994,Lower middle income,LMIC
MAR,2019,Lower middle income,No,,2019,Lower middle income,LMIC
MAR,2014,Lower middle income,No,,2014,Lower middle income,LMIC
MAR,2021,Lower middle income,No,,2021,Lower middle income,LMIC
MAR,2015,Lower middle income,No,,2015,Lower middle income,LMIC
MAR,2013,Lower middle income,No,,2013,Lower middle income,LMIC
MAR,2022,Lower middle income,No,,2022,Lower middle income,LMIC
MAR,1999,Lower middle income,No,,1999,Lower middle income,LMIC
MAR,1997,Lower middle income,,,1997,Lower middle income,LMIC
MAR,2003,Lower middle income,No,,2003,Lower middle income,LMIC
MAR,2023,Lower middle income,No,,2023,Lower middle income,LMIC
MAR,1987,Lower middle income,,,1987,Lower middle income,LMIC
MAR,2004,Lower middle income,No,,2004,Lower middle income,LMIC
MAR,2010,Lower middle income,No,,2010,Lower middle income,LMIC
MAR,1995,Lower middle income,,,1995,Lower middle income,LMIC
MCO,2003,High income,No,,2003,High income,HIC
MCO,2015,High income,No,,2015,High income,HIC
MCO,2005,High income,No,,2005,High income,HIC
MCO,2016,High income,No,,2016,High income,HIC
MCO,2024,High income,No,,2024,High income,HIC
MCO,1987,High income,,,1987,High income,HIC
MCO,2011,High income,No,,2011,High income,HIC
MCO,1988,High income,,,1988,High income,HIC
MCO,2013,High income,No,,2013,High income,HIC
MCO,2023,High income,No,,2023,High income,HIC
MCO,1998,High income,No,,1998,High income,HIC
MCO,2004,High income,No,,2004,High income,HIC
MCO,1997,High income,,,1997,High income,HIC
MCO,2019,High income,No,,2019,High income,HIC
MCO,2018,High income,No,,2018,High income,HIC
MCO,1989,High income,,,1989,High income,HIC
MCO,1993,High income,,,1993,High income,HIC
MCO,2017,High income,No,,2017,High income,HIC
MCO,2009,High income,No,,2009,High income,HIC
MCO,1999,High income,No,,1999,High income,HIC
MCO,1996,High income,,,1996,High income,HIC
MCO,2001,High income,No,,2001,High income,HIC
MCO,2012,High income,No,,2012,High income,HIC
MCO,2007,High income,No,,2007,High income,HIC
MCO,1994,High income,,,1994,High income,HIC
MCO,1990,High income,,,1990,High income,HIC
MCO,1992,High income,,,1992,High income,HIC
MCO,2006,High income,No,,2006,High income,HIC
MCO,2002,High income,No,,2002,High income,HIC
MCO,2000,High income,No,,2000,High income,HIC
MCO,2021,High income,No,,2021,High income,HIC
MCO,2022,High income,No,,2022,High income,HIC
MCO,1995,High income,,,1995,High income,HIC
MCO,2008,High income,No,,2008,High income,HIC
MCO,2010,High income,No,,2010,High income,HIC
MCO,1991,High income,,,1991,High income,HIC
MCO,2014,High income,No,,2014,High income,HIC
MCO,2020,High income,No,,2020,High income,HIC
MDA,2022,Upper middle income,No,,2022,Upper middle income,UMIC
MDA,2005,Lower middle income,No,,2005,Lower middle income,LMIC
MDA,2012,Lower middle income,No,,2012,Lower middle income,LMIC
MDA,2017,Lower middle income,No,,2017,Lower middle income,LMIC
MDA,2013,Lower middle income,No,,2013,Lower middle income,LMIC
MDA,2018,Lower middle income,No,,2018,Lower middle income,LMIC
MDA,1997,Low income,,,1997,Low income,LIC
MDA,1987,Lower middle income,,,1987,Lower middle income,LMIC
MDA,1988,Lower middle income,,,1988,Lower middle income,LMIC
MDA,2004,Low income,No,,2004,Low income,LIC
MDA,2015,Lower middle income,No,,2015,Lower middle income,LMIC
MDA,2020,Upper middle income,No,,2020,Upper middle income,UMIC
MDA,2003,Low income,No,,2003,Low income,LIC
MDA,2000,Low income,No,,2000,Low income,LIC
MDA,2001,Low income,No,,2001,Low income,LIC
MDA,1998,Low income,No,,1998,Low income,LIC
MDA,2010,Lower middle income,No,,2010,Lower middle income,LMIC
MDA,1996,Low income,,,1996,Low income,LIC
MDA,1994,Lower middle income,,,1994,Lower middle income,LMIC
MDA,1992,Lower middle income,,,1992,Lower middle income,LMIC
MDA,1989,Lower middle income,,,1989,Lower middle income,LMIC
MDA,2016,Lower middle income,No,,2016,Lower middle income,LMIC
MDA,2023,Upper middle income,No,,2023,Upper middle income,UMIC
MDA,1991,Lower middle income,,,1991,Lower middle income,LMIC
MDA,2006,Lower middle income,No,,2006,Lower middle income,LMIC
MDA,2019,Lower middle income,No,,2019,Lower middle income,LMIC
MDA,1993,Lower middle income,,,1993,Lower middle income,LMIC
MDA,2009,Lower middle income,No,,2009,Lower middle income,LMIC
MDA,2011,Lower middle income,No,,2011,Lower middle income,LMIC
MDA,2014,Lower middle income,No,,2014,Lower middle income,LMIC
MDA,2021,Upper middle income,No,,2021,Upper middle income,UMIC
MDA,2008,Lower middle income,No,,2008,Lower middle income,LMIC
MDA,2002,Low income,No,,2002,Low income,LIC
MDA,1999,Low income,No,,1999,Low income,LIC
MDA,1995,Lower middle income,,,1995,Lower middle income,LMIC
MDA,2024,Upper middle income,No,,2024,Upper middle income,UMIC
MDA,2007,Lower middle income,No,,2007,Lower middle income,LMIC
MDA,1990,Lower middle income,,,1990,Lower middle income,LMIC
MDG,2016,Low income,No,Eastern and Southern Africa,2016,Low income,LIC
MDG,1998,Low income,No,Eastern and Southern Africa,1998,Low income,LIC
MDG,2007,Low income,No,Eastern and Southern Africa,2007,Low income,LIC
MDG,2003,Low income,No,Eastern and Southern Africa,2003,Low income,LIC
MDG,2005,Low income,No,Eastern and Southern Africa,2005,Low income,LIC
MDG,1999,Low income,No,Eastern and Southern Africa,1999,Low income,LIC
MDG,2008,Low income,No,Eastern and Southern Africa,2008,Low income,LIC
MDG,2022,Low income,No,Eastern and Southern Africa,2022,Low income,LIC
MDG,1992,Low income,,Eastern and Southern Africa,1992,Low income,LIC
MDG,1991,Low income,,Eastern and Southern Africa,1991,Low income,LIC
MDG,2004,Low income,No,Eastern and Southern Africa,2004,Low income,LIC
MDG,1990,Low income,,Eastern and Southern Africa,1990,Low income,LIC
MDG,1987,Low income,,Eastern and Southern Africa,1987,Low income,LIC
MDG,2011,Low income,No,Eastern and Southern Africa,2011,Low income,LIC
MDG,2010,Low income,No,Eastern and Southern Africa,2010,Low income,LIC
MDG,1994,Low income,,Eastern and Southern Africa,1994,Low income,LIC
MDG,2021,Low income,No,Eastern and Southern Africa,2021,Low income,LIC
MDG,2013,Low income,Yes,Eastern and Southern Africa,2013,Low income,LIC
MDG,1997,Low income,,Eastern and Southern Africa,1997,Low income,LIC
MDG,2009,Low income,No,Eastern and Southern Africa,2009,Low income,LIC
MDG,2012,Low income,Yes,Eastern and Southern Africa,2012,Low income,LIC
MDG,1989,Low income,,Eastern and Southern Africa,1989,Low income,LIC
MDG,2015,Low income,Yes,Eastern and Southern Africa,2015,Low income,LIC
MDG,2001,Low income,No,Eastern and Southern Africa,2001,Low income,LIC
MDG,2020,Low income,No,Eastern and Southern Africa,2020,Low income,LIC
MDG,1995,Low income,,Eastern and Southern Africa,1995,Low income,LIC
MDG,1993,Low income,,Eastern and Southern Africa,1993,Low income,LIC
MDG,1996,Low income,,Eastern and Southern Africa,1996,Low income,LIC
MDG,2002,Low income,No,Eastern and Southern Africa,2002,Low income,LIC
MDG,2018,Low income,No,Eastern and Southern Africa,2018,Low income,LIC
MDG,2014,Low income,Yes,Eastern and Southern Africa,2014,Low income,LIC
MDG,2017,Low income,No,Eastern and Southern Africa,2017,Low income,LIC
MDG,2024,Low income,No,Eastern and Southern Africa,2024,Low income,LIC
MDG,1988,Low income,,Eastern and Southern Africa,1988,Low income,LIC
MDG,2000,Low income,No,Eastern and Southern Africa,2000,Low income,LIC
MDG,2006,Low income,No,Eastern and Southern Africa,2006,Low income,LIC
MDG,2023,Low income,No,Eastern and Southern Africa,2023,Low income,LIC
MDV,2019,Upper middle income,No,,2019,Upper middle income,UMIC
MDV,1991,Low income,,,1991,Low income,LIC
MDV,2014,Upper middle income,No,,2014,Upper middle income,UMIC
MDV,2007,Lower middle income,No,,2007,Lower middle income,LMIC
MDV,1987,Low income,,,1987,Low income,LIC
MDV,2020,Upper middle income,No,,2020,Upper middle income,UMIC
MDV,2009,Lower middle income,No,,2009,Lower middle income,LMIC
MDV,1999,Lower middle income,No,,1999,Lower middle income,LMIC
MDV,1997,Lower middle income,,,1997,Lower middle income,LMIC
MDV,1994,Lower middle income,,,1994,Lower middle income,LMIC
MDV,2006,Lower middle income,No,,2006,Lower middle income,LMIC
MDV,2000,Lower middle income,No,,2000,Lower middle income,LMIC
MDV,1990,Low income,,,1990,Low income,LIC
MDV,2022,Upper middle income,No,,2022,Upper middle income,UMIC
MDV,2008,Lower middle income,No,,2008,Lower middle income,LMIC
MDV,2023,Upper middle income,No,,2023,Upper middle income,UMIC
MDV,2016,Upper middle income,No,,2016,Upper middle income,UMIC
MDV,1989,Low income,,,1989,Low income,LIC
MDV,2002,Lower middle income,No,,2002,Lower middle income,LMIC
MDV,2010,Upper middle income,No,,2010,Upper middle income,UMIC
MDV,1993,Lower middle income,,,1993,Lower middle income,LMIC
MDV,2024,Upper middle income,No,,2024,Upper middle income,UMIC
MDV,2012,Upper middle income,No,,2012,Upper middle income,UMIC
MDV,1998,Lower middle income,No,,1998,Lower middle income,LMIC
MDV,1992,Low income,,,1992,Low income,LIC
MDV,2001,Lower middle income,No,,2001,Lower middle income,LMIC
MDV,1988,Low income,,,1988,Low income,LIC
MDV,2003,Lower middle income,No,,2003,Lower middle income,LMIC
MDV,2011,Upper middle income,No,,2011,Upper middle income,UMIC
MDV,2004,Lower middle income,No,,2004,Lower middle income,LMIC
MDV,1996,Lower middle income,,,1996,Lower middle income,LMIC
MDV,2015,Upper middle income,No,,2015,Upper middle income,UMIC
MDV,2018,Upper middle income,No,,2018,Upper middle income,UMIC
MDV,2021,Upper middle income,No,,2021,Upper middle income,UMIC
MDV,2005,Lower middle income,No,,2005,Lower middle income,LMIC
MDV,2017,Upper middle income,No,,2017,Upper middle income,UMIC
MDV,1995,Lower middle income,,,1995,Lower middle income,LMIC
MDV,2013,Upper middle income,No,,2013,Upper middle income,UMIC
MEX,1987,Lower middle income,,,1987,Lower middle income,LMIC
MEX,2012,Upper middle income,No,,2012,Upper middle income,UMIC
MEX,1995,Upper middle income,,,1995,Upper middle income,UMIC
MEX,2011,Upper middle income,No,,2011,Upper middle income,UMIC
MEX,2001,Upper middle income,No,,2001,Upper middle income,UMIC
MEX,2015,Upper middle income,No,,2015,Upper middle income,UMIC
MEX,2000,Upper middle income,No,,2000,Upper middle income,UMIC
MEX,2014,Upper middle income,No,,2014,Upper middle income,UMIC
MEX,1992,Upper middle income,,,1992,Upper middle income,UMIC
MEX,1988,Lower middle income,,,1988,Lower middle income,LMIC
MEX,2021,Upper middle income,No,,2021,Upper middle income,UMIC
MEX,2022,Upper middle income,No,,2022,Upper middle income,UMIC
MEX,1990,Upper middle income,,,1990,Upper middle income,UMIC
MEX,2018,Upper middle income,No,,2018,Upper middle income,UMIC
MEX,2003,Upper middle income,No,,2003,Upper middle income,UMIC
MEX,1996,Upper middle income,,,1996,Upper middle income,UMIC
MEX,1994,Upper middle income,,,1994,Upper middle income,UMIC
MEX,1993,Upper middle income,,,1993,Upper middle income,UMIC
MEX,1989,Lower middle income,,,1989,Lower middle income,LMIC
MEX,2023,Upper middle income,No,,2023,Upper middle income,UMIC
MEX,1991,Upper middle income,,,1991,Upper middle income,UMIC
MEX,2019,Upper middle income,No,,2019,Upper middle income,UMIC
MEX,2024,Upper middle income,No,,2024,Upper middle income,UMIC
MEX,2009,Upper middle income,No,,2009,Upper middle income,UMIC
MEX,2006,Upper middle income,No,,2006,Upper middle income,UMIC
MEX,2017,Upper middle income,No,,2017,Upper middle income,UMIC
MEX,2016,Upper middle income,No,,2016,Upper middle income,UMIC
MEX,2007,Upper middle income,No,,2007,Upper middle income,UMIC
MEX,2005,Upper middle income,No,,2005,Upper middle income,UMIC
MEX,1997,Upper middle income,,,1997,Upper middle income,UMIC
MEX,1999,Upper middle income,No,,1999,Upper middle income,UMIC
MEX,2020,Upper middle income,No,,2020,Upper middle income,UMIC
MEX,2002,Upper middle income,No,,2002,Upper middle income,UMIC
MEX,2008,Upper middle income,No,,2008,Upper middle income,UMIC
